7,67.29784113004771,237749.08275410018,0.2948072422785589
7.1,67.192001298374,238123.58153986387,0.296226182433595
7.2,67.0916952906537,238479.59021880463,0.29762784429424716
7.3,67.00276678177919,238796.10900412934,0.29898421943736686
7.4,66.91190911235353,239120.36306024366,0.30034012630234797
7.5,66.84165178974739,239371.70269712253,0.30160986953664826
7.6,66.76902394868401,239632.0786761382,0.30288887482894433
7.7,66.69007311690322,239915.76635330828,0.30418212416874224
7.8,66.63481360987383,240114.72581997508,0.30538376096709874
7.9,66.58075092116047,240309.69580000537,0.3065797344042576
8,66.5317926429965,240486.53079069327,0.3077499305458176
8.1,66.49282530866536,240627.46507952755,0.30886832035359996
8.2,66.4593125075308,240748.803987206,0.30996723529129433
8.3,66.42700463563368,240865.89614816173,0.3110662663984398
8.4,66.40237378115789,240955.2413401839,0.31211285254121274
8.5,66.3774215474338,241045.8199037798,0.313168668802282
8.6,66.36994700635479,241072.96633019808,0.3141429265047913
8.7,66.35470698424962,241128.33478110097,0.3151500891045729
8.8,66.35504572826062,241127.10381549172,0.31608656811855695
8.9,66.34473558334291,241164.57559621503,0.3170655251394447
9,66.34718080033154,241155.68750616824,0.3179914732239826
9.1,66.36348493453356,241096.44054684177,0.31883660812771925
9.2,66.37435343822762,241056.96208236009,0.3197184792522712
9.3,66.38293361723349,241025.8047988148,0.32060983797355996
9.4,66.39145761608819,240994.85949714755,0.32148983913637463
9.5,66.41702392880579,240902.09186654966,0.322277369383962
9.6,66.43196704997308,240847.90366005705,0.3231251781316257
9.7,66.46482704760193,240728.8292278387,0.32389989129019264
9.8,66.49654041619752,240614.02141911507,0.3246647604816501
9.9,66.52911098699076,240496.22432394556,0.3254126726963314
10,66.56483343452895,240367.16047276062,0.3261352403539199
10.1,66.60969254292321,240205.2822821486,0.3268271565874391
10.2,66.65129063933823,240055.3664681273,0.3275416653394694
10.3,66.69452281227272,239899.75976041885,0.32822619476828085
10.4,66.74207559739085,239728.8345738155,0.3289078550195098
10.5,66.79718477595621,239531.0528978945,0.32954452006382834
10.6,66.84389289967895,239363.67715766068,0.33021776393510105
10.7,66.90475641456253,239145.92709760513,0.33081688478482435
10.8,66.96172210880276,238942.4808101918,0.3314448842588935
10.9,67.02836241257188,238704.92167952817,0.33201398765579343
11,67.09083737874603,238482.63973328646,0.3326018965205904
11.100000000000001,67.14784858186884,238280.15845499918,0.33321514593510826
11.2,67.21566616188555,238039.74450635965,0.3337824358430484
11.3,67.29278577063742,237766.94361465191,0.33427948602664836
11.4,67.36904073430637,237497.81540012805,0.3347951685698937
11.5,67.43345239810654,237270.96019852103,0.33536076682891697
11.600000000000001,67.50187069192746,237030.46798543667,0.33590912411291957
11.7,67.57988143114905,236756.8522046156,0.3364178736229994
11.8,67.66714927315623,236451.5155708983,0.33686901411044834
11.9,67.74018684414828,236196.57319238933,0.33736769639249303
12,67.80735279918031,235962.61083050887,0.33791627491553683
12.100000000000001,67.90089469512,235637.54309631963,0.3383423005161333
12.2,67.98723586422348,235338.29249880693,0.3387921944371213
12.3,68.07588230909273,235031.8417814016,0.33922456190467426
12.4,68.16209019311077,234734.58567174544,0.3396760232378929
12.5,68.2537275615514,234419.43131342027,0.3400813020578899
12.600000000000001,68.34872109856857,234093.62666677736,0.34048290311481066
12.7,68.44458562371135,233765.75158133617,0.3408895912788703
12.8,68.54316029486063,233429.56366719617,0.3412579853736182
